Metabolite name	Metabolite name	Metabolite description	Charged Metabolite formula	Metabolite charge	Metabolite Compartment	Metabolite KeggID	Metabolite PubChemID	Metabolite CheBI ID
etha[e]	etha	Ethanolamine	C2H8NO	1	extra-organism	C00189	3489	16000
etha[p]	etha	Ethanolamine	C2H8NO	1	periplasm	C00189	3489	16000
ethso3[e]	ethso3	ethanesulfonate	C2H5O3S	-1	extra-organism			
ethso3[p]	ethso3	ethanesulfonate	C2H5O3S	-1	periplasm			
etoh[c]	etoh	Ethanol	C2H6O	0	cytoplasm	C00469	3752	16236
etoh[e]	etoh	Ethanol	C2H6O	0	extra-organism	C00469	3752	16236
etoh[p]	etoh	Ethanol	C2H6O	0	periplasm	C00469	3752	16236
f1p[c]	f1p	D-Fructose-1-phosphate	C6H11O9P	-2	cytoplasm	C02976	5887	
f6p[c]	f6p	D-Fructose-6-phosphate	C6H11O9P	-2	cytoplasm	C00085	3385	15946
f6p[e]	f6p	D-Fructose-6-phosphate	C6H11O9P	-2	extra-organism	C00085	3385	15946
f6p[p]	f6p	D-Fructose-6-phosphate	C6H11O9P	-2	periplasm	C00085	3385	15946
fad[c]	fad	Flavin-adenine-dinucleotide-oxidized	C27H31N9O15P2	-2	cytoplasm	C00016	3318	16238
fadh2[c]	fadh2	Flavin-adenine-dinucleotide-reduced	C27H33N9O15P2	-2	cytoplasm	C01352	4556	17877
fald[c]	fald	Formaldehyde	CH2O	0	cytoplasm	C00067	3367	16842
fald[e]	fald	Formaldehyde	CH2O	0	extra-organism	C00067	3367	16842
fald[p]	fald	Formaldehyde	CH2O	0	periplasm	C00067	3367	16842
fc1p[c]	fc1p	L-Fuculose-1-phosphate	C6H11O8P	-2	cytoplasm	C01099	4333	6220
fcl-L[c]	fcl-L	L-fuculose	C6H12O5	0	cytoplasm	C01721	4858	17617
fdp[c]	fdp	D-Fructose-1-6-bisphosphate	C6H10O12P2	-4	cytoplasm	C00354	3647	16905
fe2[c]	fe2	Fe2	Fe	2	cytoplasm	C00023	3325	18248
fe2[e]	fe2	Fe2	Fe	2	extra-organism	C00023	3325	18248
fe2[p]	fe2	Fe2	Fe	2	periplasm	C00023	3325	18248
fe3[c]	fe3	Fe3	Fe	3	cytoplasm			14819
fe3[e]	fe3	Fe3	Fe	3	extra-organism			14819
fe3[p]	fe3	Fe3	Fe	3	periplasm			14819
fe3dcit[e]	fe3dcit	Fe-III-dicitrate	C12H10FeO14	-3	extra-organism	C06229	8472	
fe3dhbzs[c]	fe3dhbzs	2-3-dihydroxybenzoylserine-Fe-III	C10FeH11NO6	2	cytoplasm			
fe3dhbzs[e]	fe3dhbzs	2-3-dihydroxybenzoylserine-Fe-III	C10FeH11NO6	2	extra-organism			
fe3dhbzs[p]	fe3dhbzs	2-3-dihydroxybenzoylserine-Fe-III	C10FeH11NO6	2	periplasm			
fe3hox[c]	fe3hox	Fe-III-hydroxamate	C9H18O6N3Fe	0	cytoplasm	C06227	8470	
fe3hox[e]	fe3hox	Fe-III-hydroxamate	C9H18O6N3Fe	0	extra-organism	C06227	8470	
fe3hox[p]	fe3hox	Fe-III-hydroxamate	C9H18O6N3Fe	0	periplasm	C06227	8470	
fe3hox-un[c]	fe3hox-un	Fe-III-hydoxamate-unloaded	C9H18O6N3	-3	cytoplasm			
fe3hox-un[e]	fe3hox-un	Fe-III-hydoxamate-unloaded	C9H18O6N3	-3	extra-organism			
fe3hox-un[p]	fe3hox-un	Fe-III-hydoxamate-unloaded	C9H18O6N3	-3	periplasm			
fecrm[c]	fecrm	Ferrichrome	C27H42FeN9O12	0	cytoplasm	C06228	8471	
fecrm[e]	fecrm	Ferrichrome	C27H42FeN9O12	0	extra-organism	C06228	8471	
fecrm[p]	fecrm	Ferrichrome	C27H42FeN9O12	0	periplasm	C06228	8471	
fecrm-un[c]	fecrm-un	Ferrichrome-minus-Fe-III	C27H42N9O12	-3	cytoplasm			
fecrm-un[e]	fecrm-un	Ferrichrome-minus-Fe-III	C27H42N9O12	-3	extra-organism			
fecrm-un[p]	fecrm-un	Ferrichrome-minus-Fe-III	C27H42N9O12	-3	periplasm			
feenter[c]	feenter	Fe-enterobactin	C30H27FeN3O15	3	cytoplasm	C06230	8473	28199
feenter[e]	feenter	Fe-enterobactin	C30H27FeN3O15	3	extra-organism	C06230	8473	28199
feenter[p]	feenter	Fe-enterobactin	C30H27FeN3O15	3	periplasm	C06230	8473	28199
feoxam[c]	feoxam	Generic ferrioxamine-Fe-III	C25FeH46N6O8	1	cytoplasm	C07597	9799	
feoxam[e]	feoxam	Generic ferrioxamine-Fe-III	C25FeH46N6O8	1	extra-organism	C07597	9799	
feoxam[p]	feoxam	Generic ferrioxamine-Fe-III	C25FeH46N6O8	1	periplasm	C07597	9799	
feoxam-un[c]	feoxam-un	Generic ferrioxamine	C25H46N6O8	-2	cytoplasm			
feoxam-un[e]	feoxam-un	Generic ferrioxamine	C25H46N6O8	-2	extra-organism			
feoxam-un[p]	feoxam-un	Generic ferrioxamine	C25H46N6O8	-2	periplasm			
feroxB[c]	feroxB	Ferrioxamine-B	C25H45N6O8	1	cytoplasm		123851	
feroxB[e]	feroxB	Ferrioxamine-B	C25H45N6O8	1	extra-organism		123851	
feroxB[p]	feroxB	Ferrioxamine-B	C25H45N6O8	1	periplasm		123851	
feroxBfe[c]	feroxBfe	Ferrioxamine-B-fe	C25H45FeN6O8	1	cytoplasm		123851	
feroxBfe[e]	feroxBfe	Ferrioxamine-B-fe	C25H45FeN6O8	1	extra-organism		123851	
feroxBfe[p]	feroxBfe	Ferrioxamine-B-fe	C25H45FeN6O8	1	periplasm		123851	
feroxE[c]	feroxE	Ferrioxamine-E	C27H45N6O9	0	cytoplasm		167864	
feroxE[e]	feroxE	Ferrioxamine-E	C27H45N6O9	0	extra-organism		167864	
feroxE[p]	feroxE	Ferrioxamine-E	C27H45N6O9	0	periplasm		167864	
feroxEfe[c]	feroxEfe	Ferrioxamine-E-fe	C27H45FeN6O9	0	cytoplasm		167864	
feroxEfe[e]	feroxEfe	Ferrioxamine-E-fe	C27H45FeN6O9	0	extra-organism		167864	
feroxEfe[p]	feroxEfe	Ferrioxamine-E-fe	C27H45FeN6O9	0	periplasm		167864	
feroxG[c]	feroxG	Ferrioxamine-G	C27H46N6O10	0	cytoplasm			
feroxG[e]	feroxG	Ferrioxamine-G	C27H46N6O10	0	extra-organism			
feroxG[p]	feroxG	Ferrioxamine-G	C27H46N6O10	0	periplasm			
feroxGfe[c]	feroxGfe	Ferrioxamine-G-fe	C27H46FeN6O10	0	cytoplasm			
feroxGfe[e]	feroxGfe	Ferrioxamine-G-fe	C27H46FeN6O10	0	extra-organism			
feroxGfe[p]	feroxGfe	Ferrioxamine-G-fe	C27H46FeN6O10	0	periplasm			
fgam[c]	fgam	N2-Formyl-N1-5-phospho-D-ribosyl-glycinamide	C8H13N2O9P	-2	cytoplasm	C04376	7017	18272
fldox[c]	fldox	flavodoxin-oxidized	X	0	cytoplasm	C02869	5805	
fldrd[c]	fldrd	flavodoxin-reduced	XH2	0	cytoplasm	C02745	5705	
fmettrna[c]	fmettrna	N-Formylmethionyl-tRNA	C6H9NO2SR	0	cytoplasm	C03294	6151	17119
fmn[c]	fmn	FMN	C17H19N4O9P	-2	cytoplasm	C00061	3361	17621
fmnh2[c]	fmnh2	Reduced-FMN	C17H21N4O9P	-2	cytoplasm			
foam[c]	foam	Formamide	CH3NO	0	cytoplasm	C00488	3771	16397
foam[e]	foam	Formamide	CH3NO	0	extra-organism	C00488	3771	16397
foam[p]	foam	Formamide	CH3NO	0	periplasm	C00488	3771	16397
for[c]	for	Formate	CH1O2	-1	cytoplasm	C00058	3358	30751
for[e]	for	Formate	CH1O2	-1	extra-organism	C00058	3358	30751
for[p]	for	Formate	CH1O2	-1	periplasm	C00058	3358	30751
fpram[c]	fpram	2-Formamido-N1-5-phospho-D-ribosyl-acetamidine	C8H15N3O8P	-1	cytoplasm	C04640	7229	18413
fprica[c]	fprica	5-Formamido-1-5-phospho-D-ribosyl-imidazole-4-carboxamide	C10H13N4O9P	-2	cytoplasm	C04734	7305	18381
frdp[c]	frdp	Farnesyl-diphosphate	C15H25O7P2	-3	cytoplasm	C00448	3736	17407
fru[c]	fru	D-Fructose	C6H12O6	0	cytoplasm	C00095	3395	15824
fru[e]	fru	D-Fructose	C6H12O6	0	extra-organism	C00095	3395	15824
fru[p]	fru	D-Fructose	C6H12O6	0	periplasm	C00095	3395	15824
frulys[e]	frulys	fructoselysine	C12H25N2O7	1	extra-organism	C16488	47205784	
frulys[p]	frulys	fructoselysine	C12H25N2O7	1	periplasm	C16488	47205784	
fruur[c]	fruur	D-Fructuronate	C6H9O7	-1	cytoplasm	C00905	4160	4126
fruur[e]	fruur	D-Fructuronate	C6H9O7	-1	extra-organism	C00905	4160	4126
fruur[p]	fruur	D-Fructuronate	C6H9O7	-1	periplasm	C00905	4160	4126
fuc-L[c]	fuc-L	L-Fucose	C6H12O5	0	cytoplasm	C01019	4264	2181
fuc-L[e]	fuc-L	L-Fucose	C6H12O5	0	extra-organism	C01019	4264	2181
fuc-L[p]	fuc-L	L-Fucose	C6H12O5	0	periplasm	C01019	4264	2181
fum[c]	fum	Fumarate	C4H2O4	-2	cytoplasm	C00122	3422	18012
fum[e]	fum	Fumarate	C4H2O4	-2	extra-organism	C00122	3422	18012
fum[p]	fum	Fumarate	C4H2O4	-2	periplasm	C00122	3422	18012
g1p[c]	g1p	D-Glucose-1-phosphate	C6H11O9P	-2	cytoplasm	C00103	3403	 16077 29042
g1p[e]	g1p	D-Glucose-1-phosphate	C6H11O9P	-2	extra-organism	C00103	3403	 16077 29042
g1p[p]	g1p	D-Glucose-1-phosphate	C6H11O9P	-2	periplasm	C00103	3403	 16077 29042
g3p[c]	g3p	Glyceraldehyde-3-phosphate	C3H5O6P	-2	cytoplasm	C00661	3930	17138
g3pc[c]	g3pc	sn-Glycero-3-phosphocholine	C8H20NO6P	0	cytoplasm	C00670	3939	16870
g3pc[e]	g3pc	sn-Glycero-3-phosphocholine	C8H20NO6P	0	extra-organism	C00670	3939	16870
g3pc[p]	g3pc	sn-Glycero-3-phosphocholine	C8H20NO6P	0	periplasm	C00670	3939	16870
g3pe[c]	g3pe	sn-Glycero-3-phosphoethanolamine	C5H14NO6P	0	cytoplasm	C01233	4454	
g3pe[e]	g3pe	sn-Glycero-3-phosphoethanolamine	C5H14NO6P	0	extra-organism	C01233	4454	
g3pe[p]	g3pe	sn-Glycero-3-phosphoethanolamine	C5H14NO6P	0	periplasm	C01233	4454	
g3pg[c]	g3pg	Glycerophosphoglycerol	C6H14O8P	-1	cytoplasm	C03274	6135	
g3pg[e]	g3pg	Glycerophosphoglycerol	C6H14O8P	-1	extra-organism	C03274	6135	
g3pg[p]	g3pg	Glycerophosphoglycerol	C6H14O8P	-1	periplasm	C03274	6135	
g3pi[c]	g3pi	sn-Glycero-3-phospho-1-inositol	C9H18O11P	-1	cytoplasm	C01225	4447	18321
g3pi[e]	g3pi	sn-Glycero-3-phospho-1-inositol	C9H18O11P	-1	extra-organism	C01225	4447	18321
g3pi[p]	g3pi	sn-Glycero-3-phospho-1-inositol	C9H18O11P	-1	periplasm	C01225	4447	18321
g3ps[c]	g3ps	Glycerophosphoserine	C6H13NO8P	-1	cytoplasm		3081457	
g3ps[e]	g3ps	Glycerophosphoserine	C6H13NO8P	-1	extra-organism		3081457	
g3ps[p]	g3ps	Glycerophosphoserine	C6H13NO8P	-1	periplasm		3081457	
g6p[c]	g6p	D-Glucose-6-phosphate	C6H11O9P	-2	cytoplasm	C00092	3392	4170
g6p[e]	g6p	D-Glucose-6-phosphate	C6H11O9P	-2	extra-organism	C00092	3392	4170
g6p[p]	g6p	D-Glucose-6-phosphate	C6H11O9P	-2	periplasm	C00092	3392	4170
gagicolipa[c]	gagicolipa	galactosyl-glucosyl-inner-core-oligosaccharide-lipid-A	C157H271N2O84P4	-11	cytoplasm			
gal1p[c]	gal1p	alpha-D-Galactose-1-phosphate	C6H11O9P	-2	cytoplasm	C00446	3734	17973
gal1p[e]	gal1p	alpha-D-Galactose-1-phosphate	C6H11O9P	-2	extra-organism	C00446	3734	17973
gal1p[p]	gal1p	alpha-D-Galactose-1-phosphate	C6H11O9P	-2	periplasm	C00446	3734	17973
gal-bD[e]	gal-bD	beta-D-Galactose	C6H12O6	0	extra-organism	C01582	4738	28260
gal-bD[p]	gal-bD	beta-D-Galactose	C6H12O6	0	periplasm	C01582	4738	28260
gal[c]	gal	D-Galactose	C6H12O6	0	cytoplasm	C00124	3424	4139
gal[e]	gal	D-Galactose	C6H12O6	0	extra-organism	C00124	3424	4139
gal[p]	gal	D-Galactose	C6H12O6	0	periplasm	C00124	3424	4139
galct-D[c]	galct-D	D-Galactarate	C6H8O8	-2	cytoplasm	C00879	4135	
galct-D[e]	galct-D	D-Galactarate	C6H8O8	-2	extra-organism	C00879	4135	
galct-D[p]	galct-D	D-Galactarate	C6H8O8	-2	periplasm	C00879	4135	
galctn-D[c]	galctn-D	D-Galactonate	C6H11O7	-1	cytoplasm	C00880	4136	 12931 16534
galctn-D[e]	galctn-D	D-Galactonate	C6H11O7	-1	extra-organism	C00880	4136	 12931 16534
galctn-D[p]	galctn-D	D-Galactonate	C6H11O7	-1	periplasm	C00880	4136	 12931 16534
galctn-L[e]	galctn-L	L-Galactonate	C6H11O7	-1	extra-organism	C15930	47205248	
galctn-L[p]	galctn-L	L-Galactonate	C6H11O7	-1	periplasm	C15930	47205248	
galt1p[c]	galt1p	Galactitol-1-phosphate	C6H13O9P	-2	cytoplasm	C06311	8547	28663
galt[e]	galt	Galactitol	C6H14O6	0	extra-organism	C01697	4837	16813
galt[p]	galt	Galactitol	C6H14O6	0	periplasm	C01697	4837	16813
galur[c]	galur	D-Galacturonate	C6H9O7	-1	cytoplasm	C00333	3627	
galur[e]	galur	D-Galacturonate	C6H9O7	-1	extra-organism	C00333	3627	
galur[p]	galur	D-Galacturonate	C6H9O7	-1	periplasm	C00333	3627	
gam1p[c]	gam1p	D-Glucosamine-1-phosphate	C6H13NO8P	-1	cytoplasm	C06156	8412	27625
gam6p[c]	gam6p	D-Glucosamine-6-phosphate	C6H13NO8P	-1	cytoplasm	C00352	3645	15873
gam6p[e]	gam6p	D-Glucosamine-6-phosphate	C6H13NO8P	-1	extra-organism	C00352	3645	15873
gam6p[p]	gam6p	D-Glucosamine-6-phosphate	C6H13NO8P	-1	periplasm	C00352	3645	15873
gam[e]	gam	D-Glucosamine	C6H14NO5	1	extra-organism	C00329	3623	47977
gam[p]	gam	D-Glucosamine	C6H14NO5	1	periplasm	C00329	3623	47977
gar[c]	gar	N1-5-Phospho-D-ribosyl-glycinamide	C7H14N2O8P	-1	cytoplasm	C03838	6578	18349
gbbtn[c]	gbbtn	gamma-butyrobetaine	C7H15NO2	0	cytoplasm	C01181	4408	1941
gbbtn[e]	gbbtn	gamma-butyrobetaine	C7H15NO2	0	extra-organism	C01181	4408	1941
gbbtn[p]	gbbtn	gamma-butyrobetaine	C7H15NO2	0	periplasm	C01181	4408	1941
gcald[c]	gcald	Glycolaldehyde	C2H4O2	0	cytoplasm	C00266	3564	17071
gdp[c]	gdp	GDP	C10H12N5O11P2	-3	cytoplasm	C00035	3337	17552
gdp[e]	gdp	GDP	C10H12N5O11P2	-3	extra-organism	C00035	3337	17552
gdp[p]	gdp	GDP	C10H12N5O11P2	-3	periplasm	C00035	3337	17552
gdpddman[c]	gdpddman	GDP-4-dehydro-6-deoxy-D-mannose	C16H21N5O15P2	-2	cytoplasm	C01222	4444	16955
gdpfuc[c]	gdpfuc	GDP-L-fucose	C16H23N5O15P2	-2	cytoplasm	C00325	3619	17009
gdpmann[c]	gdpmann	GDP-D-mannose	C16H23N5O16P2	-2	cytoplasm	C00096	3396	15820
gdpofuc[c]	gdpofuc	GDP-4-oxo-L-fucose	C16H21N5O15P2	-2	cytoplasm		16760491	
gdptp[c]	gdptp	Guanosine-3-diphosphate-5-triphosphate	C10H11N5O20P5	-7	cytoplasm	C04494	7111	
ggagicolipa[c]	ggagicolipa	glucosyl-galactosyl-glucosyl-inner-core-oligosaccharide-lipid-A	C163H281N2O89P4	-11	cytoplasm			
gggagicolipa[c]	gggagicolipa	glucosyl-glucosyl-galactosyl-glucosyl-inner-core-oligosaccharide-lipid-A	C169H291N2O94P4	-11	cytoplasm			
gicolipa[c]	gicolipa	glucosyl-inner-core-oligosaccharide-lipid-A	C151H261N2O79P4	-11	cytoplasm			
glc-D[c]	glc-D	D-Glucose	C6H12O6	0	cytoplasm	C00031	3333	4167
glc-D[e]	glc-D	D-Glucose	C6H12O6	0	extra-organism	C00031	3333	4167
glc-D[p]	glc-D	D-Glucose	C6H12O6	0	periplasm	C00031	3333	4167
glcn[c]	glcn	D-Gluconate	C6H11O7	-1	cytoplasm	C00257	3556	33198
glcn[e]	glcn	D-Gluconate	C6H11O7	-1	extra-organism	C00257	3556	33198
glcn[p]	glcn	D-Gluconate	C6H11O7	-1	periplasm	C00257	3556	33198
glcr[c]	glcr	D-Glucarate	C6H8O8	-2	cytoplasm	C00818	4076	16002
glcr[e]	glcr	D-Glucarate	C6H8O8	-2	extra-organism	C00818	4076	16002
glcr[p]	glcr	D-Glucarate	C6H8O8	-2	periplasm	C00818	4076	16002
glcur1p[e]	glcur1p	D-Glucuronate-1-phosphate	C6H8O10P	-3	extra-organism	C05385	7759	28547
glcur1p[p]	glcur1p	D-Glucuronate-1-phosphate	C6H8O10P	-3	periplasm	C05385	7759	28547
glcur[c]	glcur	D-Glucuronate	C6H9O7	-1	cytoplasm	C00191	3491	 4178 47952
glcur[e]	glcur	D-Glucuronate	C6H9O7	-1	extra-organism	C00191	3491	 4178 47952
glcur[p]	glcur	D-Glucuronate	C6H9O7	-1	periplasm	C00191	3491	 4178 47952
gln-L[c]	gln-L	L-Glutamine	C5H10N2O3	0	cytoplasm	C00064	3364	18050
gln-L[e]	gln-L	L-Glutamine	C5H10N2O3	0	extra-organism	C00064	3364	18050
gln-L[p]	gln-L	L-Glutamine	C5H10N2O3	0	periplasm	C00064	3364	18050
glntrna[c]	glntrna	L-Glutaminyl-tRNA-Gln	C5H9N2O2R	1	cytoplasm	C02282	5339	29166
glu1sa[c]	glu1sa	L-Glutamate-1-semialdehyde	C5H9NO3	0	cytoplasm	C03741	6504	15757
glu5p[c]	glu5p	L-Glutamate-5-phosphate	C5H8NO7P	-2	cytoplasm	C03287	6144	17798
glu5sa[c]	glu5sa	L-Glutamate-5-semialdehyde	C5H9NO3	0	cytoplasm	C01165	4392	17232
glu-D[c]	glu-D	D-Glutamate	C5H8NO4	-1	cytoplasm	C00217	3517	15966
glu-L[c]	glu-L	L-Glutamate	C5H8NO4	-1	cytoplasm	C00025	3327	16015
glu-L[e]	glu-L	L-Glutamate	C5H8NO4	-1	extra-organism	C00025	3327	16015
glu-L[p]	glu-L	L-Glutamate	C5H8NO4	-1	periplasm	C00025	3327	16015
glucys[c]	glucys	gamma-L-Glutamyl-L-cysteine	C8H13N2O5S	-1	cytoplasm	C00669	3938	17515
glutrna[c]	glutrna	L-Glutamyl-tRNA-Glu	C5H7NO3R	0	cytoplasm	C02987	5896	29157
glx[c]	glx	Glyoxylate	C2H1O3	-1	cytoplasm	C00048	3350	16891
gly[c]	gly	Glycine	C2H5NO2	0	cytoplasm	C00037	3339	15428
gly[e]	gly	Glycine	C2H5NO2	0	extra-organism	C00037	3339	15428
gly[p]	gly	Glycine	C2H5NO2	0	periplasm	C00037	3339	15428
glyald[c]	glyald	D-Glyceraldehyde	C3H6O3	0	cytoplasm	C00577	3856	17378
glyald[e]	glyald	D-Glyceraldehyde	C3H6O3	0	extra-organism	C00577	3856	17378
glyald[p]	glyald	D-Glyceraldehyde	C3H6O3	0	periplasm	C00577	3856	17378
glyb[c]	glyb	Glycine-betaine	C5H11NO2	0	cytoplasm	C00719	3985	17750
glyb[e]	glyb	Glycine-betaine	C5H11NO2	0	extra-organism	C00719	3985	17750
glyb[p]	glyb	Glycine-betaine	C5H11NO2	0	periplasm	C00719	3985	17750
glyc2p[e]	glyc2p	Glycerol-2-phosphate	C3H7O6P	-2	extra-organism	C02979	5889	17270
glyc2p[p]	glyc2p	Glycerol-2-phosphate	C3H7O6P	-2	periplasm	C02979	5889	17270
glyc3p[c]	glyc3p	Glycerol-3-phosphate	C3H7O6P	-2	cytoplasm	C00093	3393	15978
glyc3p[e]	glyc3p	Glycerol-3-phosphate	C3H7O6P	-2	extra-organism	C00093	3393	15978
glyc3p[p]	glyc3p	Glycerol-3-phosphate	C3H7O6P	-2	periplasm	C00093	3393	15978
glyc-R[c]	glyc-R	R-Glycerate	C3H5O4	-1	cytoplasm	C00258	3557	32398
glyc-R[e]	glyc-R	R-Glycerate	C3H5O4	-1	extra-organism	C00258	3557	32398
glyc-R[p]	glyc-R	R-Glycerate	C3H5O4	-1	periplasm	C00258	3557	32398
glyc[c]	glyc	Glycerol	C3H8O3	0	cytoplasm	C00116	3416	17754
glyc[e]	glyc	Glycerol	C3H8O3	0	extra-organism	C00116	3416	17754
glyc[p]	glyc	Glycerol	C3H8O3	0	periplasm	C00116	3416	17754
glyclt[c]	glyclt	Glycolate	C2H3O3	-1	cytoplasm	C00160	3460	17497
glyclt[e]	glyclt	Glycolate	C2H3O3	-1	extra-organism	C00160	3460	17497
glyclt[p]	glyclt	Glycolate	C2H3O3	-1	periplasm	C00160	3460	17497
glycogen[c]	glycogen	glycogen	C6H10O5	0	cytoplasm	C00182	3482	28087
glytrna[c]	glytrna	Glycyl-tRNA-Gly	C2H4NOR	1	cytoplasm	C02412	5445	29156
gmhep17bp[c]	gmhep17bp	D-Glycero-D-manno-heptose-1-7-bisphosphate	C7H12O13P2	-4	cytoplasm	C11472	13642	
gmhep1p[c]	gmhep1p	D-Glycero-D-manno-heptose-1-phosphate	C7H13O10P	-2	cytoplasm	C07838	10040	28137
gmhep7p[c]	gmhep7p	D-Glycero-D-manno-heptose-7-phosphate	C7H13O10P	-2	cytoplasm	C07836	10038	28723
gmp[c]	gmp	GMP	C10H12N5O8P	-2	cytoplasm	C00144	3444	17345
gmp[e]	gmp	GMP	C10H12N5O8P	-2	extra-organism	C00144	3444	17345
gmp[p]	gmp	GMP	C10H12N5O8P	-2	periplasm	C00144	3444	17345
grdp[c]	grdp	Geranyl-diphosphate	C10H17O7P2	-3	cytoplasm	C00341	3634	17211
grxox[c]	grxox	glutaredoxin-oxidized	X	0	cytoplasm			
grxrd[c]	grxrd	glutaredoxin-reduced	XH2	0	cytoplasm			
gsn[c]	gsn	Guanosine	C10H13N5O5	0	cytoplasm	C00387	3677	16750
gsn[e]	gsn	Guanosine	C10H13N5O5	0	extra-organism	C00387	3677	16750
gsn[p]	gsn	Guanosine	C10H13N5O5	0	periplasm	C00387	3677	16750
gthox[c]	gthox	Oxidized-glutathione	C20H30N6O12S2	-2	cytoplasm	C00127	3427	17858
gthox[e]	gthox	Oxidized-glutathione	C20H30N6O12S2	-2	extra-organism	C00127	3427	17858
gthox[p]	gthox	Oxidized-glutathione	C20H30N6O12S2	-2	periplasm	C00127	3427	17858
gthrd[c]	gthrd	Reduced-glutathione	C10H16N3O6S	-1	cytoplasm	C00051	3353	16856
gthrd[e]	gthrd	Reduced-glutathione	C10H16N3O6S	-1	extra-organism	C00051	3353	16856
gthrd[p]	gthrd	Reduced-glutathione	C10H16N3O6S	-1	periplasm	C00051	3353	16856
gtp[c]	gtp	GTP	C10H12N5O14P3	-4	cytoplasm	C00044	3346	15996
gtp[e]	gtp	GTP	C10H12N5O14P3	-4	extra-organism	C00044	3346	15996
gtp[p]	gtp	GTP	C10H12N5O14P3	-4	periplasm	C00044	3346	15996
gtspmd[c]	gtspmd	Glutathionylspermidine	C17H36N6O5S	2	cytoplasm	C05730	8032	16613
gua[c]	gua	Guanine	C5H5N5O	0	cytoplasm	C00242	3541	16235
gua[e]	gua	Guanine	C5H5N5O	0	extra-organism	C00242	3541	16235
gua[p]	gua	Guanine	C5H5N5O	0	periplasm	C00242	3541	16235
h2[c]	h2	H2	H2	0	cytoplasm	C00282	3577	18276
h2[e]	h2	H2	H2	0	extra-organism	C00282	3577	18276
h2[p]	h2	H2	H2	0	periplasm	C00282	3577	18276
h2mb4p[c]	h2mb4p	1-hydroxy-2-methyl-2-E-butenyl-4-diphosphate	C5H9O8P2	-3	cytoplasm	C11811	13975	15664
h2o2[c]	h2o2	Hydrogen-peroxide	H2O2	0	cytoplasm	C00027	3329	16240
h2o2[e]	h2o2	Hydrogen-peroxide	H2O2	0	extra-organism	C00027	3329	16240
h2o2[p]	h2o2	Hydrogen-peroxide	H2O2	0	periplasm	C00027	3329	16240
h2o[c]	h2o	H2O	H2O	0	cytoplasm	C00001	3303	15377
h2o[e]	h2o	H2O	H2O	0	extra-organism	C00001	3303	15377
h2o[p]	h2o	H2O	H2O	0	periplasm	C00001	3303	15377
h2s[c]	h2s	Hydrogen-sulfide	H2S	0	cytoplasm	C00283	3578	16136
h2s[e]	h2s	Hydrogen-sulfide	H2S	0	extra-organism	C00283	3578	16136
h2s[p]	h2s	Hydrogen-sulfide	H2S	0	periplasm	C00283	3578	16136
h[c]	h	H	H	1	cytoplasm	C00080	3380	15378
h[e]	h	H	H	1	extra-organism	C00080	3380	15378
h[p]	h	H	H	1	periplasm	C00080	3380	15378
hacolipa[e]	hacolipa	hepta-acylated-core-oligosaccharide-lipid-A-E-coli	C192H333N2O101P4	-11	extra-organism			
halipa[e]	halipa	hepta-acylated-KDO-2-lipid-A	C126H226N2O40P2	-6	extra-organism			
hco3[c]	hco3	Bicarbonate	CHO3	-1	cytoplasm	C00288	3583	17544
hcys-L[c]	hcys-L	L-Homocysteine	C4H9NO2S	0	cytoplasm	C00155	3455	17588
hdca[c]	hdca	Hexadecanoate-n-C160	C16H31O2	-1	cytoplasm	C00249	3548	15756
hdca[e]	hdca	Hexadecanoate-n-C160	C16H31O2	-1	extra-organism	C00249	3548	15756
hdca[p]	hdca	Hexadecanoate-n-C160	C16H31O2	-1	periplasm	C00249	3548	15756
hdcea[c]	hdcea	Hexadecenoate-n-C161	C16H29O2	-1	cytoplasm	C00249	3548	15756
hdcea[e]	hdcea	Hexadecenoate-n-C161	C16H29O2	-1	extra-organism	C00249	3548	15756
hdcea[p]	hdcea	Hexadecenoate-n-C161	C16H29O2	-1	periplasm	C00249	3548	15756
hdcoa[c]	hdcoa	Hexadecenoyl-CoA-n-C161CoA	C37H60N7O17P3S	-4	cytoplasm			
hdd2coa[c]	hdd2coa	trans-Hexadec-2-enoyl-CoA	C37H60N7O17P3S	-4	cytoplasm	C05272	7659	28935
hdeACP[c]	hdeACP	cis-hexadec-9-enoyl-acyl-carrier-protein-n-C161	C400H631O143N96P1S3	-1	cytoplasm			
hemeO[c]	hemeO	Heme-O	C49H56FeN4O5	-2	cytoplasm	C15672	47204998	
hexACP[c]	hexACP	Hexanoyl-ACP-n-C60ACP	C390H613O143N96P1S3	-1	cytoplasm	C05749	8044	
hg2[c]	hg2	Hg2	Hg	2	cytoplasm	C00703	3970	16793
hg2[e]	hg2	Hg2	Hg	2	extra-organism	C00703	3970	16793
hg2[p]	hg2	Hg2	Hg	2	periplasm	C00703	3970	16793
hhlipa[c]	hhlipa	heptosyl-heptosyl-kdo2-lipidA	C124H220N2O51P2	-6	cytoplasm			
his-L[c]	his-L	L-Histidine	C6H9N3O2	0	cytoplasm	C00135	3435	15971
his-L[e]	his-L	L-Histidine	C6H9N3O2	0	extra-organism	C00135	3435	15971
his-L[p]	his-L	L-Histidine	C6H9N3O2	0	periplasm	C00135	3435	15971
hisp[c]	hisp	L-Histidinol-phosphate	C6H11N3O4P	-1	cytoplasm	C01100	4334	16996
