abbreviation	equation	uppbnd	lowbnd	geneAssociation	Subsystem	name	obj_coef	activation	baseflux	flux
OCTDPS	frdp[c] + 5 ipdp[c] --> octdp[c] + 5 ppi[c]	876.754480019484	0	STM3305	Cofactor and Prosthetic Group Biosynthesis	Octaprenyl pyrophosphate synthase	0	0.876754480019484	0	0
ODECOAI	odecoa[c] --> od2coa[c]	1621.73212152661	0	STM3983	Membrane Lipid Metabolism	Octadecenoyl coa cis trans isomerization	0	1.62173212152661	0	0
OGLT	udcpp[c] + udpgal[c] --> udcdpgal[c] + ump[c]	1032.07069139334	0	STM2082	Lipopolysaccharide Biosynthesis Recycling	galactosyltransferase LPS O antigen biosynthesis	0	1.03207069139334	0	0
OHPBAT	glu-L[c] + ohpb[c] <=> akg[c] + phthr[c]	1050.32258244751	-1050.32258244751	STM0977	Cofactor and Prosthetic Group Biosynthesis	O Phospho 4 hydroxy L threonine2 oxoglutarate aminotransferase	0	1.05032258244751	0	0
OHPHM	2ohph[c] + amet[c] --> 2omph[c] + ahcys[c] + h[c]	727.96343512736	0	STM2276	Cofactor and Prosthetic Group Biosynthesis	2 octaprenyl 6 hydroxyphenol methylase	0	0.72796343512736	0	0
OMBZLM	2ombzl[c] + amet[c] --> 2ommbl[c] + ahcys[c] + h[c]	866.366525201557	0	STM3970	Cofactor and Prosthetic Group Biosynthesis	2 Octaprenyl 6 methoxy benzoquinol methylase	0	0.866366525201557	0	0
OMCDC	3c4mop[c] + h[c] --> 4mop[c] + co2[c]	1473.82450882129	0	STM0112	Valine Leucine and Isoleucine Metabolism	2 Oxo 4 methyl 3 carboxypentanoate decarboxylation	0	1.47382450882129	0.0987084105150789	0.0987084105150836
OMLT	gdpmann[c] + udcdpgalrmn[c] --> gdp[c] + h[c] + udcdpgalrmnman[c]	1084.42665744268	0	STM2086	Lipopolysaccharide Biosynthesis Recycling	mannosyl transferase LPS O antigen biosynthesis	0	1.08442665744268	0	0
OMMBLHX	2ommbl[c] + 0.5 o2[c] --> 2omhmbl[c]	1000	0	STM0671	Cofactor and Prosthetic Group Biosynthesis	2 Octaprenyl 3 methyl 6 methoxy 1 4 benzoquinol hydroxylase	0	NA	0	0
OMMBLHX3	2ommbl[c] + 2 atp[c] + 3 h2o[c] + nad[c] --> 2omhmbl[c] + 2 adp[c] + 3 h[c] + nadh[c] + 2 pi[c]	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis	2 Octaprenyl 3 methyl 6 methoxy 1 4 benzoquinol hydroxylase anaerobic	0	NA	0	0
OMPDC	h[c] + orot5p[c] --> co2[c] + ump[c]	755.161133499484	0	STM1707	Purine and Pyrimidine Biosynthesis	orotidine 5 phosphate decarboxylase	0	0.755161133499484	0.18124219863591	0.181242198635919
OMPHHX	2omph[c] + 0.5 o2[c] --> 2ombzl[c]	1000	0	STM3057	Cofactor and Prosthetic Group Biosynthesis	2 octaprenyl 6 methoxyphenol hydroxylase	0	NA	0	0
OMPHHX3	2omph[c] + 2 atp[c] + 3 h2o[c] + nad[c] --> 2ombzl[c] + 2 adp[c] + 3 h[c] + nadh[c] + 2 pi[c]	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis	2 octaprenyl 6 methoxyphenol hydroxylase anaerobic	0	NA	0	0
OPHBDC	3ophb[c] + h[c] --> 2oph[c] + co2[c]	1042.38258411807	0	( STM3978  |  STM2356 )	Cofactor and Prosthetic Group Biosynthesis	Octaprenyl hydroxybenzoate decarboxylase	0	1.04238258411807	0	0
OPHHX	2oph[c] + 0.5 o2[c] --> 2ohph[c]	1048.89940201999	0	STM3972	Cofactor and Prosthetic Group Biosynthesis	2 Octaprenylphenol hydroxylase	0	1.04889940201999	0	0
OPHHX3	2oph[c] + 2 atp[c] + 3 h2o[c] + nad[c] --> 2ohph[c] + 2 adp[c] + 3 h[c] + nadh[c] + 2 pi[c]	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis	2 Octaprenylphenol hydroxylase anaerobic	0	NA	0	0
ORLT	dtdprmn[c] + udcdpgal[c] --> dtdp[c] + h[c] + udcdpgalrmn[c]	994.902232279386	0	STM2085	Lipopolysaccharide Biosynthesis Recycling	rhamnosyl transferase LPS O antigen biosynthesis	0	0.994902232279386	0	0
ORNabcpp	atp[c] + h2o[c] + orn[p] --> adp[c] + h[c] + orn[c] + pi[c]	1010.43054422248	0	( STM2355  &  STM2352  &  STM2351  &  STM2353 )	Transport Inner Membrane	ornithine transport via ABC system periplasm	0	1.01043054422248	0	0
ORNDC	h[c] + orn[c] --> co2[c] + ptrc[c]	860.447726888911	0	( STM3114  |  STM0701 )	Arginine and Proline Metabolism	Ornithine Decarboxylase	0	0.860447726888911	0.0200772591487884	0.0200772591487893
ORNtex	orn[e] <=> orn[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	ornithine transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
OROTt2_2pp	2 h[p] + orot[p] --> 2 h[c] + orot[c]	791.745486135841	0	STM3614	Transport Inner Membrane	Orotate transport via proton symport 2 H  periplasm	0	0.791745486135841	0	0
OROTtex	orot[e] <=> orot[p]	1272.42647854064	-1272.42647854064	( STM1473  |  STM0999  |  STM0320  |  STM2267 )	Transport Outer Membrane Porin	Orotate transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
ORPT	orot5p[c] + ppi[c] <=> orot[c] + prpp[c]	1058.36549981121	-1058.36549981121	STM3733	Purine and Pyrimidine Biosynthesis	orotate phosphoribosyltransferase	0	1.05836549981121	-0.181242198635914	-0.181242198636028
OXAMTC	oxur[c] + pi[c] --> cbp[c] + oxam[c]	1000	0	NA	Unassigned	oxamate transcarbamoylase	0	NA	0	0
OXGDC2	akg[c] + h[c] + thmpp[c] --> co2[c] + ssaltpp[c]	974.223921567106	0	STM2309	Cofactor and Prosthetic Group Biosynthesis	2 oxoglutarate decarboxylase	0	0.974223921567106	0	0
P5CD	1pyr5c[c] + 2 h2o[c] + nad[c] --> glu-L[c] + h[c] + nadh[c]	1000	0	STM1124	Arginine and Proline Metabolism	1 pyrroline 5 carboxylate dehydrogenase	0	NA	0	0
P5CR	1pyr5c[c] + 2 h[c] + nadph[c] --> nadp[c] + pro-L[c]	1376.31238247051	0	STM0386	Arginine and Proline Metabolism	pyrroline 5 carboxylate reductase	0	1.37631238247051	0.122839363892004	0.122839363892009
PA120abcpp	atp[c] + h2o[c] + pa120[c] --> adp[c] + h[c] + pa120[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidate transport via ABC system n C120 periplasm	0	1.11496426375945	0	0
PA140abcpp	atp[c] + h2o[c] + pa140[c] --> adp[c] + h[c] + pa140[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidate transport via ABC system n C140 periplasm	0	1.11496426375945	0.000642472292761228	0.000642472292761259
PA141abcpp	atp[c] + h2o[c] + pa141[c] --> adp[c] + h[c] + pa141[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidate transport via ABC system n C141 periplasm	0	1.11496426375945	0	0
PA160abcpp	atp[c] + h2o[c] + pa160[c] --> adp[c] + h[c] + pa160[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidate transport via ABC system n C160 periplasm	0	1.11496426375945	0.00348770673213238	0.00348770673213255
PA161abcpp	atp[c] + h2o[c] + pa161[c] --> adp[c] + h[c] + pa161[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidate transport via ABC system n C161 periplasm	0	1.11496426375945	0.000183563512217494	0.000183563512217503
PA180abcpp	atp[c] + h2o[c] + pa180[c] --> adp[c] + h[c] + pa180[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidate transport via ABC system n C180 periplasm	0	1.11496426375945	9.17817561087469e-05	9.17817561087513e-05
PA181abcpp	atp[c] + h2o[c] + pa181[c] --> adp[c] + h[c] + pa181[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidate transport via ABC system n C181 periplasm	0	1.11496426375945	0.00013767263416312	0.000137672634163127
pa2_ST	14 pa140[p] + 76 pa160[p] + 4 pa161[p] + 2 pa180[p] + 3 pa181[p] <=> 2 pa2-ST[p]	1000	-1000	NA	Phospholipid Metabolism	membrane phosphatidate composition based on http://www.biomedcentral.com/1752-0509/3/38	0	NA	9.56059921009e-07	9.56059921009e-07
PACALDt2rpp	h[p] + pacald[p] <=> h[c] + pacald[c]	1000	-1000	NA	Transport Inner Membrane	phenylacetaldehyde reversible transport via proton symport periplasm	0	NA	0	0
PACALDtex	pacald[e] <=> pacald[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	phenethylacetaldehyde transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
PALDH	h2o[c] + Pald[c] --> acald[c] + pi[c]	2122.70610487427	0	STM0432	aminophosphonate metabolism	phosphonoacetaldehyde hydrolase	0	2.12270610487427	0	0
PANTS	ala-B[c] + atp[c] + pant-R[c] --> amp[c] + h[c] + pnto-R[c] + ppi[c]	943.44194834279	0	STM0181	Cofactor and Prosthetic Group Biosynthesis	pantothenate synthase	0	0.94344194834279	2.82037688041591e-05	2.82037688042666e-05
PAPA120	h2o[c] + pa120[c] --> 12dgr120[c] + pi[c]	1000	0	STM1710	Glycerophospholipid Metabolism	Phosphatidate phosphatase n C120	0	NA	0	0
PAPA120pp	h2o[p] + pa120[p] --> 12dgr120[p] + pi[p]	1000	0	STM1710	Glycerophospholipid Metabolism	Phosphatidate phosphatase periplasmic n C120	0	NA	0	0
PAPA140	h2o[c] + pa140[c] --> 12dgr140[c] + pi[c]	1000	0	STM1710	Glycerophospholipid Metabolism	Phosphatidate phosphatase n C140	0	NA	0	0
PAPA140pp	h2o[p] + pa140[p] --> 12dgr140[p] + pi[p]	1000	0	STM1710	Glycerophospholipid Metabolism	Phosphatidate phosphatase periplasmic n C140	0	NA	0.000629087453328703	0.000629087453328733
PAPA141	h2o[c] + pa141[c] --> 12dgr141[c] + pi[c]	1000	0	STM1710	Glycerophospholipid Metabolism	Phosphatidate phosphatase n C141	0	NA	0	0
PAPA141pp	h2o[p] + pa141[p] --> 12dgr141[p] + pi[p]	1000	0	STM1710	Glycerophospholipid Metabolism	Phosphatidate phosphatase periplasmic n C141	0	NA	0	0
PAPA160	h2o[c] + pa160[c] --> 12dgr160[c] + pi[c]	1000	0	STM1710	Glycerophospholipid Metabolism	Phosphatidate phosphatase n C160	0	NA	0	0
PAPA160pp	h2o[p] + pa160[p] --> 12dgr160[p] + pi[p]	1000	0	STM1710	Glycerophospholipid Metabolism	Phosphatidate phosphatase periplasmic n C160	0	NA	0.00341504617521296	0.00341504617521312
PAPA161	h2o[c] + pa161[c] --> 12dgr161[c] + pi[c]	1000	0	STM1710	Glycerophospholipid Metabolism	Phosphatidate phosphatase n C161	0	NA	0	0
PAPA161pp	h2o[p] + pa161[p] --> 12dgr161[p] + pi[p]	1000	0	STM1710	Glycerophospholipid Metabolism	Phosphatidate phosphatase periplasmic n C161	0	NA	0.000179739272379629	0.000179739272379638
PAPA180	h2o[c] + pa180[c] --> 12dgr180[c] + pi[c]	1000	0	STM1710	Glycerophospholipid Metabolism	Phosphatidate phosphatase n C180	0	NA	0	0
PAPA180pp	h2o[p] + pa180[p] --> 12dgr180[p] + pi[p]	1000	0	STM1710	Glycerophospholipid Metabolism	Phosphatidate phosphatase periplasmic n C180	0	NA	8.98696361898146e-05	8.98696361898189e-05
PAPA181	h2o[c] + pa181[c] --> 12dgr181[c] + pi[c]	1000	0	STM1710	Glycerophospholipid Metabolism	Phosphatidate phosphatase n C181	0	NA	0	0
PAPA181pp	h2o[p] + pa181[p] --> 12dgr181[p] + pi[p]	1000	0	STM1710	Glycerophospholipid Metabolism	Phosphatidate phosphatase periplasmic n C181	0	NA	0.000134804454284722	0.000134804454284728
PAPPT3	udcpp[c] + ugmda[c] --> uagmda[c] + ump[c]	1745.85785694721	0	STM0125	Cell Envelope Biosynthesis	phospho N acetylmuramoyl pentapeptide transferase meso 2 6 diaminopimelate	0	1.74585785694721	0.0236165931187319	0.0236165931187331
PAPSR	paps[c] + trdrd[c] --> 2 h[c] + pap[c] + so3[c] + trdox[c]	1008.85192998484	0	( ( STM2946  &  STM2649 )  |  ( STM2946  &  STM3915 ) )	Cysteine Metabolism	phosphoadenylyl sulfate reductase thioredoxin	0	1.00885192998484	0.0583129651077166	0.0583129651077195
PAPSR2	grxrd[c] + paps[c] --> grxox[c] + 2 h[c] + pap[c] + so3[c]	1918.88771282556	0	( ( STM2946  &  STM0872 )  |  ( STM2946  &  STM1165 )  |  ( STM2946  &  STM1433 )  |  ( STM2946  &  STM3702 ) )	Cysteine Metabolism	phosphoadenylyl sulfate reductase glutaredoxin	0	1.91888771282556	0	0
PDH	coa[c] + nad[c] + pyr[c] --> accoa[c] + co2[c] + nadh[c]	1218.03074013296	0	( STM0152  &  STM0153  &  STM0154 )	GlycolysisGluconeogenesis	pyruvate dehydrogenase	0	1.21803074013296	4.40256952823078	4.40256952823085
PDX5PO2	nad[c] + pdx5p[c] --> h[c] + nadh[c] + pydx5p[c]	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis	pyridoxine 5 phosphate oxidase anaerboic	0	NA	0	0
PDX5POi	o2[c] + pdx5p[c] --> h2o2[c] + pydx5p[c]	949.42915094941	0	STM1448	Cofactor and Prosthetic Group Biosynthesis	pyridoxine 5 phosphate oxidase	0	0.94942915094941	0	0
PDX5PS	dxyl5p[c] + nad[c] + phthr[c] --> co2[c] + 2 h2o[c] + h[c] + nadh[c] + pdx5p[c] + pi[c]	1228.4114877198	0	( ( STM0091 | STM0163 ) &  STM2578 )	Cofactor and Prosthetic Group Biosynthesis	Pyridoxine 5 phosphate synthase	0	1.2284114877198	0	0
PDXPP	h2o[c] + pdx5p[c] --> pi[c] + pydxn[c]	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis	Pyridoxine 5 phosphate phosphatase	0	NA	0	0
PE120abcpp	atp[c] + h2o[c] + pe120[c] --> adp[c] + h[c] + pe120[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidylethanolamine transport via ABC system n C120 periplasm	0	1.11496426375945	0	0
PE140abcpp	atp[c] + h2o[c] + pe140[c] --> adp[c] + h[c] + pe140[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidylethanolamine transport via ABC system n C140 periplasm	0	1.11496426375945	0.00512304729279917	0.00512304729279941
PE141abcpp	atp[c] + h2o[c] + pe141[c] --> adp[c] + h[c] + pe141[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidylethanolamine transport via ABC system n C141 periplasm	0	1.11496426375945	0	0
PE160abcpp	atp[c] + h2o[c] + pe160[c] --> adp[c] + h[c] + pe160[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidylethanolamine transport via ABC system n C160 periplasm	0	1.11496426375945	0.0278108281609098	0.0278108281609111
PE161abcpp	atp[c] + h2o[c] + pe161[c] --> adp[c] + h[c] + pe161[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidylethanolamine transport via ABC system n C161 periplasm	0	1.11496426375945	0.00146372779794262	0.00146372779794269
PE180abcpp	atp[c] + h2o[c] + pe180[c] --> adp[c] + h[c] + pe180[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidylethanolamine transport via ABC system n C180 periplasm	0	1.11496426375945	0.00073186389897131	0.000731863898971345
PE181abcpp	atp[c] + h2o[c] + pe181[c] --> adp[c] + h[c] + pe181[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidylethanolamine transport via ABC system n C181 periplasm	0	1.11496426375945	0.00109779584845696	0.00109779584845702
pe2_ST	14 pe140[p] + 76 pe160[p] + 4 pe161[p] + 2 pe180[p] + 3 pe181[p] <=> 2 pe2-ST[p]	1000	-1000	NA	Phospholipid Metabolism	membrane phosphatidylethanolamine composition based on http://www.biomedcentral.com/1752-0509/3/38	0	NA	0.000365931949431797	0.000365931949431797
PEAMNtex	peamn[e] <=> peamn[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	phenethylamine transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
PEPt6pp	pep[p] + pi[c] --> pep[c] + pi[p]	633.435628447968	0	STM2399	Transport Inner Membrane	Phosphoenolpyruvate phosphate antiporter periplasm	0	0.633435628447968	0	0
PEPtex	pep[e] <=> pep[p]	1272.42647854064	-1272.42647854064	( STM0320  |  STM0999  |  STM1473  |  STM2267 )	Transport Outer Membrane Porin	Phosphoenolpyruvate transport via diffusion extracellular to periplasm	0	1.27242647854064	0	0
peptido_ST	murein5p5p[p] <=> 2 peptido-ST[p]	1000	-1000	NA	Cell Envelope Biosynthesis	peptido ST formation reaction	0	NA	0.0118082965593658	0.0118082965593658
PERD	4per[c] + nad[c] <=> h[c] + nadh[c] + ohpb[c]	1410.12244733243	-1410.12244733243	STM2370	Cofactor and Prosthetic Group Biosynthesis	Erythronate 4 phosphate 4per dehydrogenase	0	1.41012244733243	0	0
PETNT161pp	lipa[p] + pe161[p] --> 12dgr161[p] + enlipa[p]	1000	0	STM3635	Lipopolysaccharide Biosynthesis Recycling	phosphoethanolamine transferase c C161	0	NA	0	0
PETNT181pp	lipa[p] + pe181[p] --> 12dgr181[p] + enlipa[p]	1000	0	STM3635	Lipopolysaccharide Biosynthesis Recycling	phosphoethanolamine transferase c C161	0	NA	0	0
PFK	atp[c] + f6p[c] --> adp[c] + fdp[c] + h[c]	1160.90878237989	0	( STM4062  |  STM1326 )	GlycolysisGluconeogenesis	phosphofructokinase	0	1.16090878237989	4.12926830196395	4.12926830196391
PFK_2	atp[c] + tag6p-D[c] --> adp[c] + h[c] + tagdp-D[c]	1160.90878237989	0	( STM4062 | STM3257 | STM1326 )	Alternate Carbon Metabolism	Phosphofructokinase	0	1.16090878237989	0	0
PFL	coa[c] + pyr[c] --> accoa[c] + for[c]	1102.00348942418	0	( ( STM0970  &  STM0973 )  |  ( STM0970  &  STM3241 )  |  ( STM4114  &  STM4115 )  |  ( STM0843  &  STM0844 ))	Pyruvate Metabolism	pyruvate formate lyase	0	1.10200348942418	0	0
PFOR	coa[c] + fldox[c] + h[c] + pyr[c] --> accoa[c] + co2[c] + fldrd[c]	811.372956736255	0	((STM0694 & STM1651) | (STM3045 & STM1651))	Pyruvate Metabolism	Pyruvate flavodoxin oxidoreductase	0	0.811372956736255	0.0523003040226343	0.0523003040226368
PG120abcpp	atp[c] + h2o[c] + pg120[c] --> adp[c] + h[c] + pg120[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidylglycerol transport via ABC system n C120 periplasm	0	1.11496426375945	0	0
PG140abcpp	atp[c] + h2o[c] + pg140[c] --> adp[c] + h[c] + pg140[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidylglycerol transport via ABC system n C140 periplasm	0	1.11496426375945	0.00149910201644287	0.00149910201644294
PG141abcpp	atp[c] + h2o[c] + pg141[c] --> adp[c] + h[c] + pg141[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidylglycerol transport via ABC system n C141 periplasm	0	1.11496426375945	0	0
PG160abcpp	atp[c] + h2o[c] + pg160[c] --> adp[c] + h[c] + pg160[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidylglycerol transport via ABC system n C160 periplasm	0	1.11496426375945	0.00813798237497556	0.00813798237497595
PG161abcpp	atp[c] + h2o[c] + pg161[c] --> adp[c] + h[c] + pg161[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidylglycerol transport via ABC system n C161 periplasm	0	1.11496426375945	0.000428314861840819	0.000428314861840839
PG180abcpp	atp[c] + h2o[c] + pg180[c] --> adp[c] + h[c] + pg180[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidylglycerol transport via ABC system n C180 periplasm	0	1.11496426375945	0.000214157430920409	0.00021415743092042
PG181abcpp	atp[c] + h2o[c] + pg181[c] --> adp[c] + h[c] + pg181[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidylglycerol transport via ABC system n C181 periplasm	0	1.11496426375945	0.000321236146380614	0.000321236146380629
pg2_ST	14 pg140[p] + 76 pg160[p] + 4 pg161[p] + 2 pg180[p] + 3 pg181[p] <=> 2 pg2-ST[p]	1000	-1000	NA	Phospholipid Metabolism	membrane phosphatidylglycerol composition based on http://www.biomedcentral.com/1752-0509/3/38	0	NA	0.000100386295798671	0.000100386295798671
PGAMT	gam1p[c] <=> gam6p[c]	1000	-1000	STM3294	Cell Envelope Biosynthesis	phosphoglucosamine mutase	0	NA	-0.0481290144194872	-0.0481290144194872
PGCD	3pg[c] + nad[c] --> 3php[c] + h[c] + nadh[c]	1204.29822231922	0	STM3062	Glycine and Serine Metabolism	phosphoglycerate dehydrogenase	0	1.20429822231922	1.2195589278496	1.21955892784953
PGI	g6p[c] <=> f6p[c]	969.339288766476	-969.339288766476	STM4221	GlycolysisGluconeogenesis	glucose 6 phosphate isomerase	0	0.969339288766476	3.77734914339931	3.77734914339931
PGK	3pg[c] + atp[c] <=> 13dpg[c] + adp[c]	1102.78459903745	-1102.78459903745	STM3069	GlycolysisGluconeogenesis	phosphoglycerate kinase	0	1.10278459903745	-8.369186054274	-8.369186054274
PGL	6pgl[c] + h2o[c] --> 6pgc[c] + h[c]	1272.3411625782	0	STM0785	Pentose Phosphate Pathway	6 phosphogluconolactonase	0	1.2723411625782	1.17224928765754	1.17224928765755
PGLYCP	2pglyc[c] + h2o[c] --> glyclt[c] + pi[c]	904.125634132835	0	STM3482	Alternate Carbon Metabolism	Phosphoglycolate phosphatase	0	0.904125634132835	0	0
PGM	2pg[c] <=> 3pg[c]	1155.92136266198	-1155.92136266198	( STM3704  |  STM4585  |  STM0772 )	GlycolysisGluconeogenesis	phosphoglycerate mutase	0	1.15592136266198	-7.14962712642443	-7.14962712642455
PGMT	g1p[c] <=> g6p[c]	1315.91462168823	-1315.91462168823	( STM0698  |  STM2820 )	Alternate Carbon Metabolism	phosphoglucomutase	0	1.31591462168823	-0.0504015689431299	-0.0504015689432435
PGP120abcpp	atp[c] + h2o[c] + pgp120[c] --> adp[c] + h[c] + pgp120[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidylglycerophosphate transport via ABC system n C120 periplasm	0	1.11496426375945	0	0
PGP140abcpp	atp[c] + h2o[c] + pgp140[c] --> adp[c] + h[c] + pgp140[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidylglycerophosphate transport via ABC system n C140 periplasm	0	1.11496426375945	0	0
PGP141abcpp	atp[c] + h2o[c] + pgp141[c] --> adp[c] + h[c] + pgp141[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidylglycerophosphate transport via ABC system n C141 periplasm	0	1.11496426375945	0	0
PGP160abcpp	atp[c] + h2o[c] + pgp160[c] --> adp[c] + h[c] + pgp160[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidylglycerophosphate transport via ABC system n C160 periplasm	0	1.11496426375945	0	0
PGP161abcpp	atp[c] + h2o[c] + pgp161[c] --> adp[c] + h[c] + pgp161[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidylglycerophosphate transport via ABC system n C161 periplasm	0	1.11496426375945	0	0
PGP180abcpp	atp[c] + h2o[c] + pgp180[c] --> adp[c] + h[c] + pgp180[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidylglycerophosphate transport via ABC system n C180 periplasm	0	1.11496426375945	0	0
PGP181abcpp	atp[c] + h2o[c] + pgp181[c] --> adp[c] + h[c] + pgp181[p] + pi[c]	1114.96426375945	0	STM0984	Transport Inner Membrane	phosphatidylglycerophosphate transport via ABC system n C181 periplasm	0	1.11496426375945	0	0
PGPP120	h2o[c] + pgp120[c] --> pg120[c] + pi[c]	1000	0	( STM0420  |  STM1710 )	Glycerophospholipid Metabolism	phosphatidylglycerol phosphate phosphatase n C140	0	NA	0	0
PGPP120pp	h2o[p] + pgp120[p] --> pg120[p] + pi[p]	1000	0	( STM1710  |  STM0420 )	Glycerophospholipid Metabolism	phosphatidylglycerol phosphate phosphatase periplasm n C140	0	NA	0	0
PGPP140	h2o[c] + pgp140[c] --> pg140[c] + pi[c]	1000	0	( STM0420  |  STM1710 )	Glycerophospholipid Metabolism	phosphatidylglycerol phosphate phosphatase n C140	0	NA	0.00149910201644287	0.00149910201644294
PGPP140pp	h2o[p] + pgp140[p] --> pg140[p] + pi[p]	1000	0	( STM1710  |  STM0420 )	Glycerophospholipid Metabolism	phosphatidylglycerol phosphate phosphatase periplasm n C140	0	NA	0	0
PGPP141	h2o[c] + pgp141[c] --> pg141[c] + pi[c]	1000	0	( STM0420  |  STM1710 )	Glycerophospholipid Metabolism	phosphatidylglycerol phosphate phosphatase n C141	0	NA	0	0
PGPP141pp	h2o[p] + pgp141[p] --> pg141[p] + pi[p]	1000	0	( STM0420  |  STM1710 )	Glycerophospholipid Metabolism	phosphatidylglycerol phosphate phosphatase periplasm n C141	0	NA	0	0
PGPP160	h2o[c] + pgp160[c] --> pg160[c] + pi[c]	1000	0	( STM0420  |  STM1710 )	Glycerophospholipid Metabolism	phosphatidylglycerol phosphate phosphatase n C160	0	NA	0.00813798237497556	0.00813798237497595
PGPP160pp	h2o[p] + pgp160[p] --> pg160[p] + pi[p]	1000	0	( STM0420  |  STM1710 )	Glycerophospholipid Metabolism	phosphatidylglycerol phosphate phosphatase periplasm n C160	0	NA	0	0
PGPP161	h2o[c] + pgp161[c] --> pg161[c] + pi[c]	1000	0	( STM0420  |  STM1710 )	Glycerophospholipid Metabolism	phosphatidylglycerol phosphate phosphatase n C161	0	NA	0.000428314861840819	0.000428314861840839
PGPP161pp	h2o[p] + pgp161[p] --> pg161[p] + pi[p]	1000	0	( STM1710  |  STM0420 )	Glycerophospholipid Metabolism	phosphatidylglycerol phosphate phosphatase periplasm n C161	0	NA	0	0
PGPP180	h2o[c] + pgp180[c] --> pg180[c] + pi[c]	1000	0	( STM0420  |  STM1710 )	Glycerophospholipid Metabolism	phosphatidylglycerol phosphate phosphatase n C180	0	NA	0.000214157430920409	0.00021415743092042
PGPP180pp	h2o[p] + pgp180[p] --> pg180[p] + pi[p]	1000	0	( STM1710  |  STM0420 )	Glycerophospholipid Metabolism	phosphatidylglycerol phosphate phosphatase periplasm n C180	0	NA	0	0
PGPP181	h2o[c] + pgp181[c] --> pg181[c] + pi[c]	1000	0	( STM1710  |  STM0420 )	Glycerophospholipid Metabolism	phosphatidylglycerol phosphate phosphatase n C181	0	NA	0.000321236146380614	0.000321236146380629
PGPP181pp	h2o[p] + pgp181[p] --> pg181[p] + pi[p]	1000	0	( STM0420  |  STM1710 )	Glycerophospholipid Metabolism	phosphatidylglycerol phosphate phosphatase periplasm n C181	0	NA	0	0
PGSA120	cdpdddecg[c] + glyc3p[c] --> cmp[c] + h[c] + pgp120[c]	847.537973894116	0	STM1945	Glycerophospholipid Metabolism	Phosphatidylglycerol synthase n C120	0	0.847537973894116	0	0
PGSA140	cdpdtdecg[c] + glyc3p[c] --> cmp[c] + h[c] + pgp140[c]	847.537973894116	0	STM1945	Glycerophospholipid Metabolism	Phosphatidylglycerol synthase n C140	0	0.847537973894116	0.00149910201644287	0.00149910201644294
